cur_id,language,sentence,word,complexity
3373,english,"Thus, with the appropriate application of bioinformatics, it is now possible to trace the lineage of particular genes and gene families, with related gene families in other organisms.",application,0.3095238095238095
3374,english,"The strong expression levels produced with the tet-off vectors, combined with the ability to reduce this expression by several orders of magnitude with tetracycline [14], allowed for a stringent test of how a highly effective pharmaceutical inhibitor of Aβ production would impact the progression of amyloid pathology and whether reversal of these lesions might be possible following such treatment.",orders,0.2352941176470588
3375,english,"In the absence of a dominant (wild-type [wt]) allele, genetic interactions between recessive alleles (referred to here as “biallelic” effects) could result in different phenotypic outcomes including interallelic complementation.",outcomes,0.2352941176470588
3376,english,In undifferentiated cells the protein is equally distributed between cytosol and membrane fractions while in differentiated cells it is exclusively present in the membrane fraction [7].,fractions,0.2352941176470588
3377,english,"In all animals harboring amyloid deposits, we found that the vast majority of Aβ (>99%) was extracted into the SDS and FA fractions (Figure 5A and 5B).",fractions,0.25
3378,english,"Our initial observations suggested the affected mice suffered from an apparently paroxysmal movement disorder, often induced by touch.",touch,0.2352941176470588
3379,english,The progressive loss of afferent and efferent innervation in Brn3c null mutants shows neither in spatial nor in temporal pattern a resemblance to losses reported in simple BDNF or NT-3 null mutations [6].,losses,0.2352941176470588
3380,english,These studies indicate that      Sox9 plays a central role in sex determination.,determination,0.2352941176470588
3381,english,"Indeed, the ectopic expression of the QKI-6/7 isoforms in vivo led to the formation of glial cells rather than neurons from neural progenitor, demonstrating its role in cell fate determination [34].",determination,0.3611111111111111
3382,english,"During the last few years the Wnt1-Cre transgenic driver line has proven to be a powerful tool for tissue-specific gene deletion in NCCs [12,13,27,28].",deletion,0.2352941176470588
3383,english,The data provided by these approaches provide compelling evidence that heterozygous deletion of ITPR1 causes SCA15.,deletion,0.2727272727272727
3384,english,"These experiments showed deletion at the SCA15 locus in all affected members assayed, from SUMF1 through ITPR1.",deletion,0.275
3385,english,Inactivation of this gene due to chromosomal rearrangement or deletion would result in a heterozygous null mutation similar to that found in the patient we report.,deletion,0.4264705882352941
3386,english,Here we describe this effort and the discovery of deletion at the ITPR1 locus as a cause of this disorder in mice and of spinocerebellar ataxia 15 (SCA15) in humans.,deletion,0.453125
3387,english,"The murine Tif1α and Tif1γ genes have not yet been subjected to gene targeting experiments, whereas analysis of mouse mutants demonstrates that Tif1β is required for postimplantation embryogenesis and mesoderm induction in particular (Cammas et al. 2000).",targeting,0.2361111111111111
3388,english,"Furthermore, the intracellular Ca2+ was shown to regulate the membrane stability through modulation of cytoskeletal protein interactions [50].",membrane,0.2361111111111111
3389,english,"These results were thought to support a direct role for annexin A7 in surfactant secretion, but in these studies annexin A7 mediated membrane fusion was separated from a second GTP-dependent mechanism [38].",membrane,0.2666666666666667
3390,english,"Furthermore these proteins can also be differentially targeted to distinct regions of the PM; for example, AQP2 is routed to the apical membrane of cells surrounding the collecting duct, whereas other aquaporins (AQP3 or 4) are inserted into the basolateral face.",membrane,0.3676470588235294
3391,english,They result from the clustering of sphingolipids and cholesterol in the outer leaflet of the membrane connected to phospholipids and cholesterol in the inner leaflet and are enriched in special proteins.,membrane,0.368421052631579
3392,english,"TI and KT performed most of the experiments, interpreted the data and wrote the first draft of the manuscript.",draft,0.2391304347826087
3393,english,This property of translocation and membrane binding is common to all annexins and commercially available kits for apoptosis detection employ recombinant AnnexinA5.,property,0.2894736842105263
3394,english,"Although this property may be a major contributor to the maintenance of lens clarity, the early changes in the alphaA/BKO lenses indicate a much broader cellular function for alpha-crystallin.",property,0.3369565217391305
3395,english,The sequence of DsRed1 has recently been modified and optimized for high levels of expression in mammalian cells by the introduction of 144 silent base pair changes corresponding to human codon usage preferences.,introduction,0.3026315789473685
3396,english,"We have thus validated the similarity-based prediction of over one-third of the intact olfactory receptor genes annotated in the mouse genome [1,2], thereby vastly increasing the proportion of the family for which experimental evidence of olfactory function is available.",prediction,0.2391304347826087
3397,english,"However, it has been noted that deletion of the Fc receptor (the primary receptor for microglial opsinization of antibody–antigen complexes) in APP transgenic mouse models has no impact on the effectiveness of antibody-mediated therapy [56,57].",effectiveness,0.3026315789473685
3398,english,Nuclei were incubated in buffers with different salt concentrations ranging from 100 mM NaCl to 1 M NaCl.,concentrations,0.25
3399,english,The endocochlear potential and the endolymphatic and perilymphatic K+ concentrations were measured in young adult mice (1–4 month of age) that either have (Slc26a4+/+) or lack (Slc26a4-/-) a functional gene for pendrin [14].,concentrations,0.3571428571428571
3400,english,"These analyses, including DNA microarray analyses [7] and expressed sequence tag analyses [8-12], identified several common transcripts, including ESG1 that was also designated dppa5 or ECAT2.",transcripts,0.25
3401,english,Efforts were made to detect transcripts or calpain activities derived from the Arthur Capn4 allele.,transcripts,0.3823529411764705
3402,english,"The basis for the observed abnormalities of cardiac heart rate, including a blunted response to β-adrenergic stimulation, is unknown, but could be related to the effects of late-stage growth arrest and corresponding derangements in energy metabolism on sinus node function.",arrest,0.25
3403,english,"To confirm that the arrest of plaques without any sign of clearance was not unique to the line 107 mice, we repeated the dox-suppression experiment in a second line of tet-off APP mice (CaMKIIα-tTA × tet-APPswe/ind line 18; n = 22).",arrest,0.25
3404,english,"We did, however, observe three specific defects in the sex chromatin of Dmrt7 mutant germ cells that avoided arrest in pachynema and were able to enter diplonema.",arrest,0.25
3405,english,"In females, germ cells synchronously initiate meiosis in the embryo and arrest during meiotic prophase I.",arrest,0.3472222222222222
3406,english,"Complete lack of huntingtin results in developmental arrest during gastrulation, while severe reduction of huntingtin levels results in abnormal neurogenesis and perinatal lethality [15].",arrest,0.46875
3407,english,The human gene MCOLN1 (GenBank #AF287270) maps to chromosome 19p13.2-13.3 and encodes a novel protein that is a member of the transient receptor potential (TRP) cation channel gene superfamily [7-10].,channel,0.25
3408,english,"The extent of pendrin expression in spiral prominence cells and stria vascularis was determined by labeling KCNQ1, a K+ channel that is expressed in strial marginal cells, and ZO-1, a tight junction protein that labels basal cells and thereby delineates the boundaries of stria vascularis.",channel,0.2666666666666667
3409,english,The 2P unique region (Region I) contains an hg modifier with large effects on growth and smaller effects on obesity (Table 3).,Region,0.25
3410,english,"Similar conclusions may apply to other gene-targeted animals carrying mutations of genes mapped in the 129-derived susceptibility allele on Chromosome 7 (O'Keefe et al. 1996, 1999).",mutations,0.25
3411,english,The use of mouse models has provided valuable insight into the etiology of monogenic syndromes caused by single gene mutations.,mutations,0.2777777777777778
3412,english,"In humans, NDI is caused by mutations in Avpr2 or Aqp2.",mutations,0.2934782608695652
3413,english,"It is also possible that evolutionary factors may be responsible for reduced pseudogene content of clustered olfactory receptors - gene conversion between neighboring olfactory receptors could rescue inactivating mutations in clustered genes, but not singletons.",mutations,0.3375
3414,english,This is this first in vivo proof of a long-standing hypothesis that comes from in vitro studies with recessive Aqp2 mutations.,mutations,0.3409090909090909
3415,english,"Interestingly, AVPR2-deficient male pups also die within the first week after birth.",pups,0.25
3416,english,"However, two thirds of the Sam68-/-, but not the Sam68+/- pups, were killed by their Sam68+/- mothers.",pups,0.35
3417,english,"Annexin A7 is a Ca2+- and phospholipid-binding protein, which was isolated as the agent that mediated aggregation of chromaffin granules and fusion of phospholipid membranes in the presence of Ca2+.",agent,0.25
3418,english,"During Drosophila neuroblast generation, the transcription factor Hunchback controls specification and differentiation of early-born neuroblasts [38].",transcription,0.25
3419,english,This production of different cell types at different times appears to derive from differences in the intrinsic properties of progenitor cells involved in the transcription or chromatin modification.,transcription,0.3194444444444444
3420,english,"The residual expression remaining in acutely treated mice represents less than 4% of the transgenic protein produced in the absence of dox (Figure 1C), and likely results from slight leakage at the level of transcription (data not shown).",transcription,0.3194444444444444
3421,english,"As mentioned above, Nrl is a retinal transcription factor that, when mutated, results in en masse conversion of rods into S-opsin–expressing cones [24].",transcription,0.3529411764705882
3422,english,"By the time its expression is first detectable, the floxed Bmp2 allele appears to be completely recombined in the limb mesenchyme, as whole mount in situ hybridization does not detect any mesenchymal Bmp2 transcription (Figure 1B).",transcription,0.359375
3423,english,"We used the tet-off transgene system to express a double mutant version of chimeric mo/huAPP695 (swe/ind KM570, 571NL, and V617F) from a tetracycline-responsive promoter [12,13].",system,0.25
3424,english,The initial reports of patients with ESCS attributed the unusual ERG to an abnormally functioning rod photoreceptor system with persistent activity under light adaptation [6–8].,system,0.25
3425,english,"The Gdf5-Cre system provides a new method for restricting gene expression or inactivation primarily to articular regions, thus avoiding the pleiotropic functions of many genes in other tissues.",system,0.25
3426,english,"Thus, even after accounting for the much higher APP expression levels in our mice than in the Tg2576 and TgCRND8 lines, we have achieved better absolute suppression of Aβ production with the tet-off system than is currently possible with published γ-secretase inhibitors.",system,0.35
3427,english,"It has been reported that the Xenopus ADAM11 ortholog, xMDC11a, has an expression pattern associated with neural development, with a proposed role in cell migration [24]; and it has been reported in analyses using Northern blot and in situ hybridisation methods that the murine Adam11 gene is expressed in both the developing and adult nervous system [19,25].",system,0.359375
3428,english,Loss of APC is associated with stabilization of the cytosolic β-catenin that ultimately results in its migration to the nucleus and activating a cascade of events leading to tumorigenesis.,migration,0.25
3429,english,"We assume that these ADAMs might contribute to cell migration, differentiation and survival or synaptic regulation by binding to integrins, cell-surface proteins or intracellular signalling molecules [20,21].",migration,0.2894736842105263
3430,english,"The roles of PAX6 in brain development have mainly been studied in homozygous mutant mice or rats and include arealisation of the cerebral cortex [7], formation of the prosencephalon-mesencephalon boundary [8], axon guidance [8], differentiation of neurons from glia [9] and neuronal migration in the cerebellum [10].",migration,0.3088235294117647
3431,english,"A small subset of olfactory receptors appears to be expressed in non-olfactory tissues, principally the testis [8], but also taste tissues [9], prostate [10], erythroid cells [11], notochord [12] and perhaps other tissues.",subset,0.25
3432,english,A nuclear role for alphaB in the lens was supported by the findings that a subset of lens epithelial cells derived from alphaB knockout mice demonstrated hyperproliferation and genomic instability [20].,subset,0.3529411764705882
3433,english,"E2f3 is also present in a specific subset of other CNS neurons, implying that this may be a general mechanism by which Rb facilitates neurogenesis.",subset,0.3823529411764705
3434,english,"A subset of CNCCs continues to migrate deeper into the aortic sac to form the aortico-pulmonary septum; a vital structure, which separates the pulmonary trunk from the aorta [4].",subset,0.4166666666666666
3435,english,"Each olfactory receptor is expressed in a subset of cells in one of four zones of the epithelium [14,15].",subset,0.4285714285714286
3436,english,"An immediate extension of this approach is toward dissecting the genetic regulation of complex phenotypes, which would greatly improve the progression from candidate locus to candidate gene.",extension,0.25
3437,english,The neurobehavioural phenotype associated with 1615del10 and the polymicrogyria associated with X423L may result from a specific effect of these unusual C-terminal extension mutations.,extension,0.3913043478260869
3438,english,"Sex-specific regulation of gonad organogenesis in vertebrates may occur in a similar manner, where some cells are cell-autonomously responsive to the sex-determining switch; however, the establishment of the male or female program occurs through the non-cell-autonomous activity of classic signaling pathways that act in an antagonistic manner and coordinate growth, cell differentiation and morphogenesis in the gonad.",vertebrates,0.25
3439,english,"One of the most obvious aspects of regional color variation in vertebrates is a dark dorsal surface juxtaposed to a light ventral surface, apparent in the color of skin, scales, feathers, or hair, in which the boundary between dorsal and ventral compartments is often sharp and lies in register with the limbs.",vertebrates,0.2638888888888888
3440,english,Our studies establish that tif1γ functions as an essential regulator of embryonic and adult hematopoiesis in vertebrates.,vertebrates,0.3611111111111111
3441,english,An emerging principle from work in Drosophila and vertebrates is that target-derived factors play a crucial role in the induction of these transcriptional programs [10].,vertebrates,0.4375
3442,english,"In vertebrates, a number of receptors have been identified that can mediate phagocytosis of apoptotic cells.",vertebrates,0.4375
3443,english,"XP is marked by sun-induced pigmentation anomalies and a greater than 1,000-fold elevation in skin cancer risk.",pigmentation,0.25
3444,english,"In addition, we observed an apparent degeneration of stria vascularis, including an increase in pigmentation and an irregular pattern of the tight junctions of marginal cells (Fig. 2c, 6,7).",pigmentation,0.28125
3445,english,"The expression profiles of wild-type and Nrl KO retinas at P2, P10 and 2 months were analyzed and mr-s was not included in 161 differentially expressed genes in the Nrl KO retina.",retinas,0.25
3446,english,"JCW and ELC each have significant equity interest in Gene Express, Inc., which produces and markets StaRT-PCR‚Ñ¢ reagents used in this study.",Gene,0.25
3447,english,Gene targeting in mice has provided a powerful approach to examine the physiologic roles of individual calpain isoforms.,Gene,0.2941176470588235
3448,english,"Traditionally, congenic strains are developed by introgressing QTL alleles from a donor strain, whose boundaries are defined by genetic markers, on the genetic background of a recipient strain via 10 backcrosses [4].",boundaries,0.25
3449,english,"In addition, it is required for the metalloregulation of Znt1, encoding the major plasma membrane-localized zinc efflux transporter (19), the hypoxic/anoxic induction of the gene for placental growth factor (Plgf), an angiogenic protein of the vascular endothelial growth factor (VEGF) family (20), and has recently been invoked in tumor development (21,22).",transporter,0.25
3450,english,"Previous studies on sitosterolemia have suggested a defect involving a putative sterol 'transporter' expressed in the intestinal brush border and/or the hepatic canalicular membrane [10,11].",transporter,0.3382352941176471
3451,english,The RanBP2/Nup358 is a unique vertebrate and large scaffold protein comprised of multiple structural and functional domains [1-4].,vertebrate,0.25
3452,english,"The three members of the vertebrate TIF1 family (α, β, and γ) are large nuclear proteins that each contain an N-terminal RBCC or TRIM domain (Reymond et al. 2001) composed of a RING finger, two B-boxes, and a coiled-coil domain.",vertebrate,0.2941176470588235
3453,english,"In the vertebrate limb, each digit can be uniquely identified based on its size, length, number of phalanges, and location within the autopod.",vertebrate,0.3625
3454,english,The availability of homozygous animals demonstrated that both reporter gene expression and the site of transgene integration were developmentally neutral.,integration,0.3676470588235294
3455,english,"Consistent with the idea that cells in this primordium are poised between two developmental pathways, some of the genes that are involved in establishing sexual dimorphism, including      Dax1 (dosage-sensitive sex reversal-congenital adrenal hypoplasia critical region on the X chromosome protein 1), Sox9 (Sry-like HMG box 9), Fgf9 (fibroblast growth factor 9), and      Wnt4 (wingless-related MMTV integration site 4), are initially expressed in similar patterns in XX and XY gonads [     3–     8].",integration,0.453125
3456,english,"It should also be stressed that Capn4-/- ES and MEF cells from the presumptive hypomorphic allele can be maintained in culture despite an apparent lack of calpain activity, as assessed by casein zymography or by the appearance of characteristic spectrin breakdown products.",breakdown,0.265625
3457,english,"More recently Tomas and Moss [32] showed, that Annexin A11 and S100A6 assemble at the nuclear envelope during nuclear breakdown.",breakdown,0.3020833333333333
3458,english,"Loss of function mutants of the MCOLN1 C. elegans homologue, cup-5, result in an increased rate of endocytosis, accumulation of large vacuoles, and a decreased rate of endocytosed protein breakdown; while over-expression of this gene reverses the phenotype [13].",breakdown,0.3125
3459,english,"ROE, AG, NM, GS and SBP were responsible for supervision, data analyses of experiments and for providing funding of these experiments.",analyses,0.25
3460,english,These data report the development and implementation of an improved RMCE approach that enables efficient allele modification in ES cells to generate mice and in heterozygous MEFs to accelerate phenotypic analyses.,analyses,0.3235294117647058
3461,english,Extensive phenotypic analyses demonstrated that mice lacking PGC-1α are unable to cope with physiologic stressors relevant to postnatal survival.,analyses,0.3333333333333333
3462,english,"ML is responsible for genotyping, phenotyping, analyses and, together with RM, for interpretation and for writing the manuscript.",analyses,0.3392857142857143
3463,english,"In this report, in order to clarify the mode of action of the Mcm helicase and obtain insight into how it may function at the replication forks in vivo, we have conducted detailed analyses of helicase action and DNA binding of mouse Mcm4/6/7 helicase using various forked and bubble substrate DNAs.",analyses,0.3557692307692307
3464,english,"This approach, termed ""QTL-Marker-Assisted Counter Selection"" or QMACS, has been previously used to characterize QTL for hypnotic sensitivity to ethanol [31].",ethanol,0.25
3465,english,"After puberty, oocytes are selectively recruited for ovulation, when they proceed to metaphase II and then complete meiosis after fertilization occurs [2].",ovulation,0.25
3466,english,Filter trap analysis of line 18 tTA/APP mice yielded similar results: the increase in aggregated Aβ observed in untreated animals between 6 and 9 mo of age was completely arrested by transgene suppression (Figure S5C and S5D).,trap,0.3846153846153846
3467,english,"Aquaporin-2 (AQP2) is a pore-forming protein belonging to a family of water channels [4], and it is expressed in collecting-duct principal cells in the kidney [5].",principal,0.25
3468,english,"This occurs through the sex-specific regulation of WNT, FGF, and transforming growth factor beta signaling, which in turn regulate the growth, cell differentiation, and morphogenesis of the disk [     41,     42].",disk,0.25
3469,english,The      Drosophila genital disk is also a field of cells that normally follows one of two sexually dimorphic fates.,disk,0.3269230769230768
3470,english,"For many years it was believed that the fate of each cell in the genital disk was under the cell-autonomous control of      double sex (dsx), the key regulator of the sex determination pathway.",disk,0.3478260869565217
3471,english,"Intraocular pressure (IOP), C57BL/6J (B6), chromosome (Chr), polymerase chain reaction (PCR), carbonic anhydrase (CA)",pressure,0.25
3472,english,Glaucoma involves retinal ganglion cell death and optic nerve damage that is often associated with elevated intraocular pressure (IOP) [1-5].,pressure,0.2717391304347826
3473,english,"The initial experiments demonstrated that in our hands careful ocular cannulation has a very minor effect on IOP (average of -0.3 mmHg, mode -0.5 mmHg) and demonstrated significant differences in intraocular pressure levels between four mouse strains.",pressure,0.2763157894736842
3474,english,We also found that full-length mr-s fused to the GAL4 DNA binding domain (DBD-mrs) functions as a transcriptional repressor.,domain,0.25
3475,english,"The C-terminal domain is formed by either a four- or eightfold repeat of approximately 70 amino acids, each repeat carrying a Ca2+-binding site, and is responsible for phospholipid binding.",domain,0.3125
3476,english,"In eutherian and marsupial mammals, these unpaired chromosome regions are associated with a specialized chromatin domain termed the XY body or sex body.",domain,0.3833333333333333
3477,english,BRCA2 may thus promote RAD51 assembly into recombinational repair complexes via a negative regulatory mechanism (i.e. by blocking RAD51–BRCA2 interaction until damage has occurred and factors required for 'productive' assembly of RAD51 at damaged sites are in place).,interaction,0.25
3478,english,However it is interesting to speculate that the interaction of PAX6 with HOMER3 and DNCL1 may be the basis of a mechanism by which synaptic signalling causes changes in gene expression.,interaction,0.2833333333333333
3479,english,"If wild-type and mutant proteins are indeed interacting in the cell, is this interaction sufficient to rescue the localization of mutant protein?",interaction,0.3333333333333333
3480,english,"At the helm of these molecular communication pathways are Wnts, bone morphogenic proteins (BMPs), transforming growth factor βs (TGF-βs), and fibroblast growth factors (FGFs).",communication,0.25
3481,english,"One report of a duplication of the region of human Chromosome 1, which includes      WNT4, led to an intersex phenotype [     53].",duplication,0.25
3482,english,"Two of these pseudogenes exhibit a similar exon-intron structure as the ESG1 gene, indicating their generation by gene duplication.",duplication,0.2857142857142857
3483,english,"Thus, Dmrt7 likely arose, presumably by duplication and divergence of another Dmrt gene, shortly before or coincident with the mammalian radiation.",duplication,0.3571428571428571
3484,english,"Using the Campbell-Switzer silver stain to distinguish different forms of amyloid, we found diffuse plaques were as persistent as cored deposits (Figure S4).",deposits,0.25
3485,english,"In isolation, mild activation of microglia by injection damage or opsinization may not be adequate to induce substantial phagocytosis, but when combined with an Aβ-lowering agent, such as neprilysin or Aβ-targeted antibodies, the two may work in concert to clear peptide deposits.",deposits,0.34375
3486,english,"Green fluorescent variants of wild type GFP (wtGFP) with improved thermostability and fluorescence emission, including enhanced green fluorescent protein (EGFP, [4]), and mMGFP [5], have gained popularity for use in mice.",variants,0.25
3487,english,"More systematic analyses of structure-function relationships between these T2R variants and an array of bitter stimuli are necessary to determine which changes may impact ligand binding, interactions with other proteins, or overall receptor structure.",variants,0.2794117647058823
3488,english,"Besides the classic form, there are other variants of the disease.",variants,0.2857142857142857
3489,english,"MOG, myelin/oligodendrocyte glycoprotein, has many different splice variants in humans that are not found in mice [17].",variants,0.3571428571428571
3490,english,"From these observations we conclude that the blue-shifted ECFP, and the red-shifted EYFP variants of wtGFP are both amenable to use in mice.",variants,0.3970588235294118
3491,english,"For example, ADAM17 (TACE) has been shown to cleave several substrates, including tumour necrosis factor alpha[3,4], heparin-binding epidermal growth factor-like growth factor [6,7] and transforming growth factor alpha [8].",tumour,0.25
3492,english,"Mapk14, a candidate gene for locus 8 and also called p38 mitogen-activated protein kinase (MAPK) alpha, regulates the production of arthritis-essential cytokines, such as tumour necrosis factor and interleukin-1 [32].",tumour,0.4285714285714286
3493,english,Gradients of Pax6 expression are important for determining positional characteristics in the retina [18] and the neocortex [7].,characteristics,0.25
3494,english,"Assuming that CSRP1 is important for the organization of cytoskeletal elements in the mouse, its upregulation by cadmium might protect the organism from damage of the cytoskeleton.",elements,0.25
3495,english,"The cross consists of 334 animals of both sexes, allowing us to specifically test for the dependence of QTLs on sex.",cross,0.25
3496,english,"Since the parental strains differ in susceptibility to CIA, in spite of both having the MHC class II A beta genes [15], we wanted to test the susceptibility to inflammatory disease in mice from this cross.",cross,0.265625
3497,english,"More importantly, we have knowledge of all large previously detected growth and obesity QTL in the current cross [24].",cross,0.35
3498,english,The sequence of DsRed1 has recently been modified and optimized for high levels of expression in mammalian cells by the introduction of 144 silent base pair changes corresponding to human codon usage preferences.,usage,0.25
3499,english,"We find that the majority of the olfactory receptors, like most non-olfactory receptor genes [38,39], are transcribed as multiple isoforms, involving alternative splicing of 5' untranslated exons and alternate polyadenylation-site usage.",usage,0.3823529411764705
3500,english,"However, earlier findings of normal proprioceptive afferent trajectories in chicken embryos despite injection of function-blocking NT-3 antibody into the spinal cord (Oakley et al. 1995) led them to discount this possibility.",chicken,0.25
3501,english,Amip3 mutants confer resistant to copper toxicity.,toxicity,0.25
3502,english,"Altogether, the results suggest that RMCE can give rise to p53GFP-expressing MEFs, but they die rapidly owing to p53GFP toxicity.",toxicity,0.375
3503,english,"Hence, either GluR-B deficiency, or the expression of Q/R site-unedited GluR-B with a glutamine residue at the critical channel site, leads to increased Ca2+ permeability of AMPA channels, as amply demonstrated in gene-targeted mice [51,53,58,60].",expression,0.25
3504,english,"Several groups, including ours, have reported the advantage of combining traditional genetics with genome-wide gene expression analysis for the dissection of complex traits.",expression,0.2857142857142857
3505,english,"Wnt14 is expressed in stripes at the sites where joints will form, and it is capable of inducing expression of other joint markers when misexpressed at new locations in the limb (Hartmann and Tabin 2001).",expression,0.3
3506,english,Oxidative stress and the subsequent restoration of cellular homeostasis have been shown to induce the expression of genes encoding acute-phase proteins and antioxidant enzymes (74).,expression,0.3461538461538461
3507,english,"Mammals have seven DM domain genes (Dmrt genes), several of which exhibit sexually dimorphic mRNA expression [23,24].",expression,0.3854166666666666
3508,english,"Our findings indicate that huntingtin is required for proper patterning of the epiblast during early embryogenesis, for proper anterior streak and node formation, primitive streak progression, paraxial mesoderm and head fold formation, as well as for the proper restriction of transiently expressed growth and transcription factor genes.",restriction,0.25
3509,english,"Current management of MSUD patients relies on a strict lifelong dietary restriction of protein or BCAA [1,8].",restriction,0.2777777777777778
3510,english,Sperm binding to the oocyte leads to increased cytoplasmic calcium which triggers the acrosome reaction [46].,Sperm,0.25
3511,english,"The two ubiquitous Ca2+-dependent, cysteine proteases known as μ-calpain (calpain-1) and m-calpain (capain-2), are the founding members of a gene family comprising 13 genes in mammals [1-3].",founding,0.25
3512,english,"Identification of novel modulators and factors of these pathways can be identified by associating the phenotype with a location(s) on a specific chromosome, a quantitative trait locus (QTL).",Identification,0.25
3513,english,"If, as predicted, overproduction of Aβ initiates the cascade of events leading to disease, then therapeutic strategies that lower Aβ levels should either arrest or reverse the progression from peptide to dementia.",overproduction,0.25
3514,english,"Transgenic expression of APPswe/ind and consequent overproduction of Aβ42 cause early-onset amyloid deposition in untreated mice, in which deposits appear as early as 2 mo of age.",overproduction,0.4166666666666666
3515,english,"Similarly, mice homozygous for a null mutation in Dmrt1 have severe defects in testis differentiation involving both germ cells and Sertoli cells [31].",germ,0.25
3516,english,"Because most Dmrt7 mutant germ cells are eliminated by apoptosis around the time at which we observed sex chromatin defects, a simple model is that the apoptosis is a consequence of the sex chromatin defects.",germ,0.4473684210526315
3517,english,"In spite of dietary intervention, there is significant mortality associated with MSUD and there is a high incidence of mental retardation in survivors [9].",mortality,0.25
3518,english,"Mutations in two different ligands in the BMP family, Gdf5 and Gdf6, the Bmpr1b receptor, and in the human Noggin locus (Storm and Kingsley 1996; Gong et al. 1999; Baur et al. 2000; Yi et al. 2000; Settle et al. 2003) also produce defects in joint formation at specific locations in the limbs.",Storm,0.25
3519,english,"Several members of the bone morphogenetic protein (BMP) family of secreted signaling molecules are also expressed in stripes at sites where joints will form, including those encoded by the genes Gdf5, Gdf6, Gdf7, Bmp2, and Bmp4 (Storm and Kingsley 1996; Wolfman et al. 1997; Francis-West et al. 1999; Settle et al. 2003).",Storm,0.3020833333333333
3520,english,"For example, in a previous study, we carried out a genome screen to identify the quantitative trait loci (QTL) in collagen-induced arthritis (CIA), which is a widely used animal model of RA.",genome,0.25
3521,english,"Given our interest in human neurological disease we sought to identify any cognate human disorders where linkage had been established to the syntenic region of the human genome, but where no causal mutation had been identified.",genome,0.3947368421052631
3522,english,"By 2005, approximately 20 quantitative trait genes (QTGs) in the mouse genome had been identified [12,13].",genome,0.4
3523,english,The ease of manipulating its genome has helped establish the mouse as the premier model organism for mammalian genetic studies.,genome,0.4642857142857143
3524,english,"Using DNase I and micrococcal nuclease (MNase) assays, we could not observe any significant difference between control and p150CAF-1-depleted ES cells at the level of bulk genome chromatin or at pericentric repeats (Figure 5).",genome,0.4736842105263158
3525,english,"All paired images (which show the wild-type control on the left and the rd7 mutant retina on the right) are labeled in the lower left-hand corner with the gene symbol followed by the age of the retinas in question (P6, P14, P28, or adult).",adult,0.25
3526,english,We used this mutant because deleting the proline-rich domain decreases stability and compromises DNA-damage responses in vivo (5).,compromises,0.25
3527,english,"Lysosomal and endosomal size and distribution are altered, and mitochondria are abnormally elongated and functionally compromised in sub-confluent homozygous CbCln3Δex7/8 cultures.",cultures,0.25
3528,english,"Arabidopsis thaliana does not appear to have a pachytene checkpoint akin to that in yeast [11], nor do male Drosophila.",yeast,0.2604166666666666
3529,english,Some of these alleles fail to support viability in a haploid Schizosaccharomyces pombe yeast strain with a null mutation in the XPD homologue rad15 and are thus considered devoid of significant biological activity [19].,yeast,0.2666666666666667
3530,english,"This domain is found in a large number of proteins, including Polycomb group (PcG) proteins [18], serine threonine kinases [19], Eph family receptor tyrosine kinases [20], the p73 tumor suppressor [21], the RNA-binding protein Smaug [22], diacylglycerol kinases [23,24], yeast mating type signaling proteins [19,25] and ETS family transcription factors [26,27].",yeast,0.3571428571428571
3531,english,"At higher magnification, examination of sections stained with DiI and SYTOX green revealed ultrastructural differences between alphaA/BKO lenses and wild type lenses (Figure 3).",sections,0.2619047619047618
3532,english,"Only recently, through the study of a rare human disease, have clues to this process been revealed.",clues,0.2624999999999999
3533,english,"Thus, Dmrt7 likely arose, presumably by duplication and divergence of another Dmrt gene, shortly before or coincident with the mammalian radiation.",radiation,0.2624999999999999
3534,english,"Evidence of interallelic complementation at clinically relevant loci is limited to biochemical and cell-based studies of a handful of metabolic disorders with defects in enzymes including propinyl-CoA carboxylase [2], argininosuccinate lyase [3], galactose-1-phosphate uridylyltransferase [4], and methylmalonyl CoA mutase [5].",Evidence,0.2624999999999999
3535,english,A list of the primers used to confirm the expression of olfactory receptor genes by RT-PCR and PCR from cDNA library templates can be found in Additional data file 1.,list,0.2624999999999999
3536,english,"Null mutations in Bmpr1a cause early embryonic lethality, with defects in gastrulation similar to those seen in mice with mutations in Bmp4 (Mishina et al. 1995; Winnier et al. 1995).",lethality,0.2631578947368421
3537,english,"Furthermore, null mutations in L-Sox5 or Sox-6 cause lethality at or soon after birth, and no effect on cartilage maintenance has been reported (Smits et al. 2001).",lethality,0.3166666666666666
3538,english,"Complete lack of huntingtin results in developmental arrest during gastrulation, while severe reduction of huntingtin levels results in abnormal neurogenesis and perinatal lethality [15].",lethality,0.35
3539,english,"These Dhcr7 knockout mice are models for human SLOS, especially the more severely affected patients, since early postnatal lethality with respiratory failure has been reported in severe SLOS cases [4,5].",lethality,0.3823529411764705
3540,english,"Of these four genes, SAE2 and ZIP1 do not have clear mammalian orthologs (although SYCP1 may be a functional ortholog of ZIP1), and mutation of the mouse RAD17 ortholog, Rad1, presumably causes embryonic lethality [42].",lethality,0.4375
3541,english,These results suggest that BMP receptor signaling is essential for continued health and integrity of articular cartilage in the postnatal period.,cartilage,0.2631578947368421
